A,B,C,F,G,H,I,J,K,L,M,N,Response
-250.3867509,1.070606055,-1.129877229,1.12046415,0.634340241,-0.975920997,0.024130166,-0.140483464,-2.892519822,-0.312049195,-0.750346574,-250.5012094,-0.507693136
-186.6582247,1.701400286,-0.247278963,0.019423511,-0.652815484,1.792517598,-0.865865734,-1.30657958,-1.61760356,0.34617477,0.203757049,-186.7251162,0.86505187
-15.07246544,0.249133734,-2.299539893,1.228679747,0.252251224,-0.167592064,0.643488313,0.080531395,0.254389819,0.546064702,0.562570156,-14.81877099,-1.789749609
-273.279695,-0.38548976,-0.815791542,-0.505358317,0.183925494,0.812674042,0.587259379,-0.51029274,-0.887180942,1.243319384,1.678590061,-273.6734217,-0.386870847
122.7157439,-0.527255615,-0.061285442,0.502962038,1.158904437,0.571220772,-0.598052766,0.451952657,0.980681361,-1.014529735,-0.978045409,122.7584636,-1.307154547
-237.7661893,-0.709724989,0.030901629,0.50484521,-2.253669697,-0.446419422,-0.539398668,0.658125934,-0.77441827,2.747823827,2.657349581,-237.416663,-1.369317198
-235.7641785,-1.846531982,1.419255046,0.08658318,0.802051739,1.966763972,-0.196233965,-0.898321971,-1.629583603,-1.838846604,-1.633958799,-235.8737195,-0.983118184
-141.0106261,-0.916933363,0.287673443,1.384784189,1.199396986,-0.020110061,1.048322828,-1.109276353,-0.655459687,-0.846841496,-0.588760994,-141.3669541,-0.003138666
-79.0414711,1.629500043,-0.198715062,-0.447914838,-0.849072873,1.796918523,-0.204338937,0.424252618,-0.300003577,-2.143308065,-2.015611185,-78.23475263,-0.221574398
-160.961022,-0.56354531,0.424889487,-0.573367401,1.908883435,0.912282028,1.239658497,-0.644171615,-1.951910828,-0.017285086,-0.246156001,-160.9433117,-1.327523805
25.96485805,0.066060262,-1.063695591,0.559298981,-0.155035808,1.054177909,0.950833697,-1.641348609,1.216577714,2.034762544,2.22090607,25.27223322,1.390533967
143.4718254,-0.392443474,-0.449198772,-1.132299495,1.033348729,0.407609135,-1.686838286,1.338052432,-0.050001402,-0.220884525,-0.140481714,143.5769047,-0.490721416
-74.78780948,-1.110932224,0.913207006,-0.462077536,0.973625836,0.881037143,0.715208485,-0.783129539,-1.178944222,0.559547558,0.562224966,-75.22628225,-1.757551749
72.82066443,1.011855164,-0.569368006,-1.116558876,2.491486202,0.132937267,-2.169974427,0.82438993,0.016706508,-0.600915036,-0.845913166,72.65443334,-1.599511123
-49.06236538,0.322443899,-0.742764398,-0.516172448,-0.746114011,-0.20776426,-0.674734021,-0.297598197,0.14604341,-0.257750754,-0.413151126,-49.50595462,1.49525381
320.4385217,-1.060512436,-0.063761226,2.03088066,-2.838197944,1.567249942,-0.20268507,2.497479812,0.958560632,-2.523029,-2.602201508,320.206968,1.111041848
-179.2062348,2.424254866,0.537852533,2.164172929,0.108746429,0.541827043,-0.695673557,-1.23155163,-1.662219944,0.093500692,-0.051422795,-179.8062056,-0.133837442
-174.4784403,-0.443890858,-2.001395842,0.596877905,-0.458871908,-0.961048973,0.740299052,-1.832289599,-0.716642432,1.698622755,1.987650374,-174.9974814,-0.569337797
31.73037539,-1.085357442,0.30852275,-2.163665561,-0.074183195,-1.412974374,0.507430306,-0.399166892,-0.355628423,2.631474302,2.889790342,31.42755115,0.460214772
286.9858041,2.496417063,0.625355429,-1.299395463,0.617660847,-1.714164687,-0.049641571,0.463872765,-0.099044702,-1.448825889,-1.709199869,286.504131,0.891967582
21.32793982,-1.965461002,-0.077639742,-0.765225759,0.245618931,0.692507054,-0.773763346,1.256946846,-0.639286678,0.114028629,0.254671098,21.39570452,0.332643866
64.38170146,-0.352054844,1.184893622,0.245980409,-0.462427989,1.192994936,-0.857846354,1.55880515,-1.34595918,-1.252306932,-1.304877889,64.57829103,0.416712651
134.083023,-0.81933353,0.809037265,-0.84991803,0.437618612,-0.382596708,0.664202923,-0.341801167,0.351690205,-1.388728705,-1.105161633,134.3746201,0.898129094
99.76336256,1.292071087,0.25672944,-1.164221344,1.51343987,0.47004438,-0.254326211,-0.471159119,0.072434964,0.323814104,0.105754393,100.3372299,0.443995577
-91.75566422,-0.434608784,0.329708448,-0.227516615,-1.545769685,-2.362144562,0.252024566,-0.542412814,-0.239697911,0.331091048,0.650270107,-91.21205949,0.221844822
-247.7987746,-0.178456815,1.960880813,0.837547914,-0.913121538,0.751025304,-0.899112938,-2.018281868,-0.339454321,-0.396185445,-0.045857874,-248.6060282,-0.505340722
341.1108135,1.739065035,1.079216776,-0.515198371,1.07062833,0.211137769,-0.260651141,0.342074839,0.449616791,0.749299555,0.700088277,341.5926402,1.340430318
30.63087107,-0.821265074,0.231018682,1.514182131,-0.0631299,-0.836771043,1.612728595,-0.404294421,1.817826413,0.907658625,1.076770713,31.10168582,-0.34228456
-279.0110298,-1.248948933,-1.736241804,0.556968317,-0.38128987,-0.189545668,0.428028107,-0.61263856,-0.834807164,-0.243803797,-0.514442502,-278.8417314,-1.381411651
198.9635725,-0.463021754,-0.108003837,-0.528670659,0.06763423,1.421975559,0.456363363,1.702570152,0.105719995,-0.425542213,-0.115372501,198.9520743,0.189702612
-66.80463737,0.915603438,-0.512181411,1.156781001,0.281696513,-0.763906451,-1.5349581,0.27968907,-1.283046959,1.333552162,1.615769506,-67.75329657,0.956808554
233.3194245,-2.157356373,-0.720001431,1.070360017,0.22290582,-0.256869697,0.293471398,0.455419991,1.820939274,1.454035749,1.325736603,233.7376908,-0.12858755
143.7612492,-0.137423704,0.795255215,-0.143276612,0.114670029,0.03723274,1.270301301,-0.919461184,-0.261638347,-1.65465749,-1.546091536,143.7000626,2.042536234
-156.9876371,0.791060815,-0.412738397,0.953825444,-0.766242841,1.385357903,-0.487560719,-0.340315375,-1.686437777,-0.517075787,-0.201768076,-157.1100078,1.402895287
53.85695123,-0.424880445,0.52639208,0.412598415,-0.102529481,-1.00940058,-1.036867161,-0.338120543,1.890403703,0.104755044,-0.265633298,53.66086496,0.2820854
-133.0608571,-1.763229313,0.224399646,-0.176605404,1.654254375,0.03419766,1.521315196,2.33127704,-1.190738273,0.422241902,0.745052678,-132.567949,-1.729387499
112.2167025,-0.38087283,-0.013781793,1.320221599,0.395877184,1.298179914,0.05063723,-0.0028858,0.962035098,-0.443354325,-0.686463746,112.7313252,0.949175577
189.8753035,0.401989363,-0.747454811,-0.413618981,0.126912093,-1.173123405,1.943621186,1.785870494,-1.347759061,0.969396708,1.125383402,189.5457412,0.010500021
76.73417631,-2.185679526,0.742498467,-0.728130828,0.294599412,0.9582081,-2.615370926,1.275549279,-1.625041423,1.014269108,1.292528181,76.55700259,1.137844365
143.585848,1.68351833,1.634622232,0.791132605,-1.006753967,-0.256013501,0.94447113,0.644391084,0.472919074,-0.743660029,-0.682012976,143.4942997,-0.292701139
11.36784976,-0.271242071,0.875046406,-0.274804891,-1.118649433,-1.21585737,-1.468087847,-0.140744105,0.904281372,-0.390239299,-0.359768893,11.39465018,-0.592281095
-36.61054741,-0.003762817,0.372876009,0.314025692,0.444853438,-1.989269466,-1.540557972,0.595423157,-0.019322792,-0.860128876,-1.057110693,-36.57275488,0.550788614
191.5812456,1.683457949,0.363084665,0.29740566,-0.028683237,-1.614460973,-0.208599322,1.452877766,-0.434790647,0.944860002,1.691495774,192.1235891,1.206124622
20.9905001,0.123721914,-1.416906113,-0.466845546,-2.094603071,-0.569312053,0.269904355,0.582224591,0.093953229,-2.739677167,-2.603073861,20.90399715,0.929505111
268.4708783,0.367910635,-1.145754409,-0.463587625,-0.306562736,0.847657669,0.238571265,1.434784336,0.06545271,-1.115651405,-1.180950503,267.4075473,0.669439953
-354.213404,-0.436748337,0.099454457,0.021062021,-1.032643102,1.15418403,0.172504416,-1.353388858,-0.406071796,0.025405208,0.107923975,-353.576547,-0.347961856
-87.29497249,-0.258946032,-0.314226156,0.024990223,0.40940074,1.610717852,-0.881294175,-0.765751526,-0.299465361,-0.026548788,0.069121813,-88.20672786,-0.088729484
165.3436567,1.642809234,-0.268913892,0.102259985,1.019485232,0.446431628,-1.143678019,0.257235318,0.18431484,-0.826813532,-0.953809202,165.7050233,1.303787701
157.1204433,0.629250115,-1.148641721,-1.380802992,-0.498550875,0.5883347,-1.674358907,-0.554929746,1.115714449,-2.320501709,-2.375587815,157.1225232,1.214031865
133.5120184,0.856830298,-0.08109185,-0.228533556,0.009540022,1.776636496,-0.334089312,0.317111212,-0.995239426,-0.16610125,-0.297834186,133.4228965,0.630687517
-212.8675669,0.461910162,0.781394781,-0.856258172,-1.065533788,-1.286981262,0.318825661,-1.123721075,0.347736946,0.827833896,0.423601231,-212.3913804,-0.813586376
106.5467161,1.93810893,-0.137465915,0.105656713,0.896670842,0.175720052,-0.823893123,0.19478609,0.726095782,-0.514577023,0.040983764,106.7504815,0.329418612
126.5645504,1.397896261,0.678380099,0.936129148,0.239145581,-0.455825348,1.426158752,0.531042507,0.298977456,-1.550014189,-1.276268345,126.2041822,0.206690512
48.47775586,0.76240023,0.143497034,1.236182329,-0.115697197,0.499756374,0.224330203,-0.263857971,0.218599759,0.676850753,0.384321353,48.77281224,2.233114224
-126.6249955,0.063182762,-0.818983224,-0.998703373,-0.382658192,-0.418823158,0.014050592,-0.523846534,-1.042007706,0.038725068,0.036195406,-126.2422444,0.132527279
62.65092231,1.385373985,0.593198768,-1.71938225,-0.511345023,0.235223901,-1.20325061,0.687878636,0.432995129,-0.899454288,-0.713259017,63.65268714,-0.936163646
-127.244298,-0.14430039,0.183536171,0.584382099,-0.282209413,0.337340753,-1.399413416,0.536981741,-0.614813195,0.118642391,0.098538602,-127.4709566,-0.618629495
-81.72983698,-0.825815884,1.330978137,0.340722154,-0.173919317,-1.52979399,0.353774472,-0.63273465,-0.216369648,-0.75734887,-1.02248165,-82.24973948,-0.066412949
-21.08561205,-0.09024385,-0.79550055,1.578865194,2.149574535,-1.104616598,-0.030936257,-0.733312808,-0.065488375,0.66325809,1.044961295,-20.52028714,-1.638807307
60.73103595,1.742668781,1.412327706,0.936742464,0.284279671,0.242117961,-0.888720257,1.047972156,-0.913079218,-0.888971358,-1.083091052,61.14135984,0.498690275
176.2359274,-0.791499723,0.054247758,-0.533563346,0.97809615,0.46102287,0.602361925,0.347256026,0.358087275,-0.28046947,-0.348051877,176.7473156,-1.125226665
-253.71279,-0.858530945,-0.431303238,-0.988842104,-1.36354401,0.391209012,1.33082765,-0.252377969,-1.174123629,1.435125891,1.603433289,-252.7328722,0.18811352
-198.9181886,1.672370259,-0.505329093,-1.46302723,-2.124690525,1.992325857,0.198204776,0.250955705,-0.534827101,-0.239538854,-0.29480829,-198.9075921,-0.746459266
-84.34393824,-0.424317621,-0.349943365,-1.029935283,-0.908763246,-0.045703961,0.220507656,1.029438829,-2.655619093,0.553132064,0.642736554,-84.59157069,0.771405949
-198.0656662,-0.741712414,-0.553493173,-1.359157886,-0.624967237,1.838265848,-0.836071525,0.163356819,-1.059449427,-0.524548182,-0.415831491,-197.9142904,-1.321825235
-284.998672,-2.083234502,-0.238776317,-0.933077841,0.129492836,0.53551057,-0.39956886,-1.777043606,-0.611065914,1.451528017,1.35862629,-284.9855245,-0.002964751
-125.8473279,-0.491552373,1.1878939,0.854731266,-1.425950448,0.07626311,-0.261490319,-1.592195026,0.641786394,0.618421709,0.571738671,-125.5550264,-0.521927617
76.69337089,0.335909364,0.326909536,1.403290113,-0.686946795,-1.325153518,1.930135976,-0.726520722,0.921520643,1.847967085,1.642408958,76.61794819,0.544373855
262.559817,-1.245153692,-1.264739636,-0.616033843,-1.147053378,0.401113729,0.788209625,1.514640708,0.581278262,-0.050686694,-0.151769209,262.857741,2.900354474
-38.80189254,0.280736199,-1.221499083,0.629421361,-1.785090302,-0.901859852,-0.043265039,-0.009545372,-0.41487806,2.337049728,2.397067524,-38.50781539,0.719765615
-153.1651265,-0.996461209,-0.532446667,-0.702629713,0.014026062,-0.997884211,0.359612692,-0.119463707,-0.543945263,-0.000862509,0.042531114,-152.7512828,-1.071505673
120.1177639,-0.422293389,1.164196169,0.845027363,0.135765351,-0.01318764,0.319068537,0.141138236,1.802309791,1.577891378,1.449171263,119.7285098,0.323576216
292.7292578,0.14202084,-1.257801748,-0.478155929,1.193670501,-0.120473205,-0.264603448,0.921467233,1.024854636,-1.515585165,-1.355712072,292.6634769,-0.289566004
-104.8399383,0.700677353,0.201669106,0.609638744,0.068130416,-1.181676008,-0.991889264,-1.538804527,0.199251421,-1.814496148,-1.921860919,-105.4682376,-0.182652139
92.01872665,0.397540079,0.134710321,-0.330829666,-1.810352169,-0.855047915,0.143619842,-1.526191376,1.723878244,0.190831802,0.65088004,91.76821188,-0.125051844
-96.01440092,0.308751242,-1.061222287,0.699380484,-0.114775325,-0.241337791,-0.878190343,-1.016738649,0.865652923,-0.631375988,-0.677575248,-95.65496491,0.227392775
-184.7899449,0.325198715,0.104811608,1.304213892,-0.183590763,0.669392471,0.738607029,0.433938968,0.097250877,-0.199280055,-0.254172816,-184.986049,-0.405472457
284.0814177,-0.189618431,-1.300797775,-0.858206004,2.229973913,-1.238774585,1.289432042,1.409772728,0.170209401,0.532161905,0.615223864,283.9557334,-0.386775407
-42.47207141,1.187410667,-2.575417644,-0.175221899,-1.391425022,-0.964236855,0.414513607,-0.617027288,0.446019636,0.0386255,-0.287789446,-42.6808829,-0.062969334
175.9908728,1.089087306,0.039205877,0.981870636,-0.504094703,-2.050023879,-0.285237034,2.630056824,0.538998604,-1.300629967,-1.568450319,175.7136293,-0.291600143
309.6983111,0.544934387,0.910929578,1.090836056,-1.792047993,0.79082339,-0.210119526,2.865203541,0.017083479,0.591299364,0.540786983,309.3009859,-0.932962208
-37.81391442,0.265040602,0.889375908,1.08094667,-0.905535795,-0.617342347,0.521494241,-1.502650364,0.349003562,-1.562408734,-2.064651701,-37.16510639,0.002353264
-69.59651808,-2.205388107,-0.403430786,-0.320882312,1.225653944,0.940107869,-0.163390345,-0.742424006,0.168214377,0.309654023,0.355871382,-69.46696465,-0.072072476
182.7449542,-1.695198939,1.412579418,1.143629263,-1.724322222,-0.645769167,-0.820873109,0.30768255,0.938301211,-1.146208157,-0.912932984,183.5519262,2.222868726
-28.78406016,-0.869333534,-1.311192475,-0.188178446,-0.426024993,0.481256134,0.080554091,0.011580168,-0.223230124,0.075559907,-0.065596111,-28.82694356,-0.060365238
261.4508213,-0.572473722,1.46066928,0.472480087,0.42065202,-0.127745157,1.182043031,1.600826894,0.570443698,-0.771846366,-0.272574351,261.4331405,1.225661018
-133.7653582,0.547480572,0.508067909,0.966768011,0.422580372,-0.085115603,-0.564301033,-0.824409121,-1.449117611,0.54100822,0.56394819,-133.508089,1.618054269
-369.4245636,0.439042958,-0.178589092,-0.930156503,0.543311891,-0.470032883,-0.216731471,-3.046143055,-1.084036621,0.379235534,0.432112037,-368.7168782,-0.392388998
-21.91084216,-0.026192237,1.735878998,0.468385234,0.498052405,1.011842433,-0.657951045,0.40520408,-0.112465983,0.645055273,0.891948762,-21.90668949,0.940917615
114.1773938,-0.556614206,0.018525546,-0.735527284,0.028814325,-0.632460871,1.487390239,-0.045627498,0.789443851,-0.893696067,-1.184396011,113.7442964,0.913580268
-59.46825483,1.909890562,-1.330194412,-0.626058272,-0.006937441,-0.251656359,-0.586902645,-2.084432135,1.104554421,-0.422498717,-0.405557387,-60.07769906,0.2035397
61.28557855,1.090869563,-0.619580088,-0.046671264,0.282688496,-0.472488842,-0.692256898,0.172941854,-0.680685755,-0.34216383,-0.188314095,60.99966512,1.444936481
-149.1519683,0.653054616,-0.473241664,-1.240076792,-0.261038873,-0.135996396,-0.81707927,-1.428102786,0.293668321,0.937783032,0.904562053,-149.4757041,-1.370295438
145.1658977,0.646615614,-0.565781329,1.450951814,0.817397096,-0.450281835,-1.419234081,1.506980359,-0.3350913,-1.456164449,-1.631301462,145.6041552,1.413085537
130.6633935,0.767168809,0.161825878,-0.484893087,1.416104285,1.333678979,0.829296221,1.586740434,0.815072608,0.30031881,0.109992966,130.6860887,-2.62814945
-65.35813185,-0.901890233,-0.287263612,1.396917906,-0.640161063,-0.123498168,0.370254753,-0.528050346,-0.287099898,2.532128704,2.563079868,-65.0900412,-0.125764596
-42.6931664,-0.238408336,-0.806365955,-0.602577081,-0.220942319,0.234594567,0.460638277,1.226814231,-0.531617801,0.689356887,0.461728376,-42.34982046,0.104468776
-92.9290195,-0.077892176,-0.04465737,-0.742039582,-0.60120013,1.148402086,0.604364993,-0.315522252,-1.526880313,-0.216581095,-0.333601614,-93.23583173,0.771581354
-108.5303142,1.013972154,0.662074289,2.171164949,-0.957158098,-1.005311872,0.101407147,-0.082034153,0.588742407,1.009711855,0.838640193,-108.2642089,0.018922104
186.6213568,-1.32529328,0.567916502,1.377155714,1.641788309,1.51015942,-1.619323338,1.828015342,0.066932328,1.169078967,1.321785414,186.113194,-0.605417748
48.43163057,-1.453629876,0.40591252,0.475027002,-0.510847298,-0.939640633,-2.381750138,0.632082603,0.139787247,1.005650162,1.104767552,48.68759095,0.045521977
-63.33534071,-0.76203896,1.18997805,0.198327059,0.388991945,0.424902672,-1.881483799,-0.794706118,1.084747577,-0.413274805,-0.216472696,-63.11351052,-0.823613276
55.76673118,-0.818504141,0.414674267,1.85710227,-1.500328376,-0.204960552,-0.174006838,-0.055258996,0.140495907,0.434788805,0.723578064,56.13720154,0.886293195
-336.6997532,-0.050603541,-0.793117363,-0.960504382,0.199300197,-0.502816701,2.41245368,-2.201441286,-0.978829859,0.181338429,0.146298928,-336.576204,-0.468864188
168.258354,-1.3630435,-0.483738886,0.352000158,0.328091763,0.379576206,0.651929549,-0.146882853,0.660664029,1.507320253,1.457414809,168.7040019,0.869526008
262.4435328,1.132346913,1.239120026,-0.721164754,0.766748347,-1.534820135,-0.224037967,0.369670985,1.992030951,0.797260189,0.550854882,262.6756716,-0.377953238
57.16831644,-0.271728524,1.251045527,-0.163890421,0.436882029,-0.735976592,-1.025190134,0.947976564,-0.778022153,-0.558370487,-0.59309784,56.34434206,-0.357133052
-180.6184304,-0.059928003,-0.774458969,0.77416061,-0.388154192,1.145262173,0.346494442,-0.71130636,-0.22007578,-0.025798558,0.368964023,-180.5731155,-0.324934958
335.0556521,0.169408491,0.391182348,-1.063327859,0.433656138,-0.419566819,0.429714338,-0.127179831,1.829893228,-0.977627778,-1.113539461,334.9295951,1.582104413
-160.0238563,0.694749144,-0.052567296,-0.596314038,0.691538751,-1.188859258,-0.506816354,-0.319328417,-1.383363955,0.610379379,0.793020608,-160.7115154,0.141953163
-204.1810419,-0.753514741,-1.254276681,-3.021993349,-0.085368813,-0.963129714,-0.311991994,-0.697204378,-1.519334589,0.356222747,0.288913671,-204.4115408,-0.322791256
291.5494027,-0.816861078,1.157940529,-0.159229544,0.441869496,1.214607755,-0.392758199,1.576192964,0.454029174,2.089610456,2.136613179,291.8738593,0.718455753
-73.43566562,-2.163661013,-1.920705599,0.204318591,-1.065148104,-0.600956979,0.706471614,-1.186382001,0.680145766,0.357153661,0.686962517,-73.88862899,1.140459674
-209.4525818,-1.202888325,0.254715537,-0.941545675,-1.213523603,1.178189364,-1.220117157,-0.847210178,0.896167194,0.15865193,-0.266144768,-209.5184466,-0.343417864
115.1396384,1.369847447,-0.899627803,0.256726102,1.397360647,-1.578458624,-0.990763251,0.554688863,1.01511976,1.031522582,1.243472277,115.6080538,-0.084229479
135.3722927,1.087177558,-0.633544642,1.334136549,1.225241058,1.104046055,-1.099342917,1.102627936,-0.529796354,-1.726708061,-1.586639683,135.8308129,-0.35590979
-106.6156494,0.739304533,-0.061494764,-1.266342677,1.087546315,-0.054888185,0.522557602,0.51400418,-1.874313497,0.482080609,0.494317689,-105.9348354,-1.261491747
268.365851,0.060856385,-0.106714925,0.292856921,1.358381888,0.399506683,1.54931126,-0.330709076,0.081658363,0.0939683,-0.101420907,267.8865944,1.01667712
-168.4034582,-0.923964651,0.780847551,-1.561627428,1.250699061,1.78882154,-0.318374819,-1.498482514,-0.674702831,0.091977391,0.244532117,-168.5606157,0.820240635
154.2850356,0.193831737,-0.120041122,1.336386182,2.464321934,-0.268009783,-0.49660821,-0.223426112,-0.560981003,-0.791756516,-0.877109025,153.4117827,0.342427351
-6.872412096,0.049039646,-1.461771323,0.003909021,-1.182275708,-0.280314759,0.886658602,-0.594155961,2.270058792,0.186373822,0.253338251,-6.866527574,-1.035966666
-171.0906749,0.414746526,1.534985303,-0.971434965,-0.743930905,-0.872582002,1.761094752,-0.203697521,-1.043598467,-0.326585572,0.175989943,-170.9707353,-0.534628991
-111.2226085,0.224820538,-0.458305446,0.098709349,-0.605147353,-0.108765425,0.454474991,-0.305517275,0.771819169,1.834745099,1.873416213,-111.1269796,-0.869578693
-100.5046258,1.326385897,0.539249191,-0.769916074,0.298238174,0.672294757,0.407461836,-1.099400791,-0.14963454,1.849263728,1.750854257,-100.4448256,0.376425531
224.4034391,0.564275301,0.66795254,-0.076718643,1.212761697,1.775925444,0.984085025,2.277776009,-1.078926749,-0.21529855,-0.078405424,224.7514804,0.979997947
35.38808928,-0.386003362,-0.178371104,-1.999267592,0.736411404,-0.102762685,-0.182314255,0.557486796,-0.730806763,1.079130649,0.85522166,35.70948196,0.420141622
-238.2391929,-0.664581115,1.555511096,1.401155327,0.397595514,0.265807291,0.227558797,0.188464997,-2.841551121,-2.776437253,-2.617486193,-238.639098,0.182697091
-9.035666956,0.258274841,-0.233459302,-0.478655847,-0.33600732,-0.362106879,0.674447927,-1.562442216,0.178423354,1.048857512,1.222494556,-9.019446244,0.99497756
-40.82672823,1.665049407,-1.017016202,0.008554926,-1.263727622,0.124118288,1.837080688,0.159234201,0.537396747,-1.092540814,-0.952652712,-40.9154527,-1.714056593
15.29687861,-0.446825562,-1.082717568,0.279049398,0.968583722,-0.277795524,0.193485508,-0.93365408,0.966465765,-0.140997415,-0.140457802,15.68345989,1.028926425
-239.5007269,-1.645593724,-0.149484012,-1.937021407,0.217266685,0.728781521,0.88550111,-0.886220819,-0.40083471,-0.470024317,-0.504341429,-240.1609198,-1.995976869
198.4380205,0.946718934,0.685208978,1.914276217,0.72518511,0.516518783,0.161971855,-1.007587835,1.644949239,0.326009523,0.286665898,198.8996934,0.583753485
-185.3798935,0.827053409,0.083877878,-0.507659995,-0.499079179,-0.718127199,-1.38087086,0.164569844,0.27448201,0.758160988,0.615628068,-185.4617313,0.403604277
-281.8460037,-0.021517119,0.678577498,-0.215043233,0.144261297,1.330284468,0.146725679,0.571399421,-1.91548844,-0.237462882,-0.534023827,-282.2034349,-0.598112497
90.64934419,1.9783727,2.294881166,1.124221734,0.028169873,0.831877785,0.006861199,0.833851222,-0.553964741,-0.047165868,0.115802797,91.16628938,0.641338145
-216.2919165,-0.620884793,-0.434961893,-0.492150182,-0.785945337,0.795876657,-0.340183359,-0.205854822,-0.719337204,-1.141708457,-1.111443829,-215.9991284,-0.516286546
30.97261983,-0.446464791,-0.079257725,-0.40663897,-0.219244152,-0.648955927,-0.040280818,-0.174613653,0.447054152,-1.32482737,-1.332112361,30.86746945,-0.842494497
150.8974327,-1.446623459,0.49075663,-0.623350362,1.5704458,-0.63462683,1.655998517,0.377616599,-1.201395745,-0.766039135,-0.441157611,150.7855588,1.787984436
-299.5740573,-2.223403152,0.267050869,-1.29285691,-0.643618403,-0.739562996,1.543014595,-1.374951293,-1.602057656,0.052165079,0.095128474,-299.5012772,-0.353993911
98.82812542,-0.057756558,-0.204007872,-0.332758765,0.826125708,0.56144991,-1.259596169,0.666354542,-0.217163116,-0.838311156,-1.024428918,98.85235245,1.226663974
447.342987,0.491133144,-0.823549434,0.676801132,-0.664878335,-1.152382878,-2.531764673,1.197436012,2.483625478,-0.865224722,-0.747896479,447.4878967,1.437594358
20.12526316,0.973681155,0.264916774,0.775291463,0.344402998,0.392322555,-2.592893985,-0.999360768,1.602595196,-0.12819568,0.054599727,20.95510489,-0.074785939
155.0207534,0.1496603,1.84879949,0.183542845,0.598213007,0.91671091,-1.084698648,0.073753852,-1.613783898,-2.38501623,-2.531926631,154.9804307,0.817048765
-221.7292817,1.32221932,-0.505468137,-0.677693282,-0.87010259,0.9881507,-0.594398776,0.228678371,-2.439409244,-0.906985378,-0.176457518,-222.0520031,-0.170140665
106.2031358,0.790547134,0.701507129,-0.35624595,0.654174428,-0.052914533,-0.583362836,-0.559934293,0.12985439,-0.323380607,-0.39920948,106.6545768,0.916602872
362.8445209,-1.643753684,0.614716869,0.406614497,0.11254631,-2.291471805,-0.82445175,0.593723924,2.128575081,-0.287997958,-0.367388889,362.4370851,0.132747789
154.4849438,-1.518868659,2.110608534,0.300284324,0.208233171,-1.815888845,0.751099598,0.071985195,0.612680785,0.644001699,0.841009445,155.3039999,1.146432014
-106.1013996,-0.500919313,-0.077569745,-0.403161305,-0.949330902,-0.583970884,-0.102326868,-0.517579696,-0.691664775,1.211662273,1.396236571,-105.8518012,0.312817423
-19.05207244,-0.589632042,1.257219651,-0.855240457,0.339059256,1.059027254,-1.022564391,-0.121944928,0.54832813,0.197181055,0.345906107,-19.54786474,0.013239768
-136.7211191,2.122309045,0.529380148,-0.528635356,-0.88312777,0.494653319,1.30444939,-1.612990591,-0.158062795,-0.105222172,-0.034528851,-136.7735384,-0.443497828
-120.8403768,0.169538438,-0.336283278,0.165488057,-1.048777185,0.447885783,-0.697543979,-0.229494407,-0.283050518,0.128314407,0.331383812,-120.4156108,0.064532738
-298.8890669,0.921934804,-0.881447066,1.449847525,-0.920626373,-0.88401473,1.234144036,-0.890729183,-1.092896606,0.450288831,-0.009985458,-299.5256598,-0.177137383
-80.47860331,-0.80100685,0.158667549,0.715783483,0.294188644,-0.551431418,-0.350073028,-0.233016457,0.111238658,-1.174422442,-1.419234336,-80.19840407,0.349576604
139.0400372,-2.405760676,1.2443371,-1.517403791,0.742029289,0.188001462,-0.190951343,-0.222362998,0.773981168,-1.384666128,-1.255002952,139.3875033,0.398010328
42.71297679,1.231161547,0.359063191,-0.128372099,0.792276311,1.05706864,-0.032104023,1.14257793,0.704767378,2.20986754,2.13307217,42.78356337,-0.80126553
151.4317477,-0.587016289,0.447683216,1.967729682,-0.503709437,0.102335847,-0.224092367,1.072300647,0.852889097,-1.033164775,-1.002492133,151.7070388,0.57094984
335.0027616,0.243168215,0.002571182,-0.483249542,0.77083696,-1.808143926,0.411334243,0.962341745,1.588530691,0.774728319,0.670164243,335.4887974,0.457309647
53.92600869,-0.571921332,1.289161297,1.381575761,-0.182713201,-0.793158746,-0.267161182,1.525084223,-0.224142768,-1.06963745,-1.009668815,54.461617,-0.611164229
-165.0168568,0.393062934,0.867407411,0.755395696,0.219509556,-0.591402668,1.124419185,-0.912783494,1.017020991,0.396086585,0.193334826,-164.3069412,-1.945703083
-327.6461893,-0.891427808,1.131310865,1.070745881,0.08396813,0.209113891,0.076504026,-1.385525579,-0.632811199,0.283250325,0.401091141,-327.7462039,-0.302776155
-102.6574795,0.374948362,0.329114186,-1.150428563,-0.999278471,0.417725458,0.258383626,-0.923442968,1.074703858,1.533995675,1.914339517,-102.9651393,-0.519857268
-137.3176831,0.326089274,-1.746984568,-1.045726588,1.383429851,0.982795115,-0.06806019,-0.594945386,-0.611864056,1.094609448,0.797823979,-136.8218223,0.302373069
-95.3738203,0.256358022,-0.816761298,1.161550735,0.352692273,-0.931367159,1.567160737,-0.90753572,-0.123673539,0.293087277,0.119523481,-95.17476893,0.213727088
-62.15293355,-0.340084529,-1.586865203,-0.316911948,-0.471179843,0.302341224,-0.806235706,-0.532755167,1.138598256,0.971587697,1.137638624,-62.92315482,0.237492592
-279.2879581,-2.094902684,0.127112361,-1.770138829,0.640165457,-0.626953769,0.908537677,-0.507849104,-2.132939569,-0.051093734,-0.07718806,-279.1710919,1.305476417
